room_type,price,review_scores_rating,accommodates,bedrooms,beds,bed_type,host_is_superhost,bathrooms,availability_365,number_of_reviews,city_normalized,distance_to_city
Shared Room,595.57,84.4,6.5,2.1,4.8,Futon,0,2.5,194,460.3,Seattle,28.952484
Entire Home/Apt,683.85,66.3,7.8,4.3,2.0,Futon,1,2.1,44,117.5,New York,34.982616
Hotel Room,788.2,54.7,9.1,1.3,4.8,Airbed,1,1.9,110,489.1,Los Angeles,1.089995
Shared Room,869.09,98.8,9.2,4.1,4.8,Couch,1,2.4,208,436.4,New York,42.041245
Shared Room,348.18,64.3,8.0,1.4,4.5,Couch,0,1.1,229,53.8,San Francisco,3.760332
Hotel Room,561.12,71.2,3.1,4.5,3.3,Pull-out Sofa,0,1.4,177,206.8,Seattle,13.099089
Shared Room,848.1,82.5,1.2,2.2,3.6,Real Bed,0,2.2,249,463.5,Chicago,48.2137
Shared Room,989.98,51.2,4.5,3.6,4.5,Real Bed,0,2.7,327,39.1,Los Angeles,4.970999
Private Room,895.04,90.5,2.3,3.0,4.1,Pull-out Sofa,0,1.8,10,226.9,San Francisco,41.471087
Hotel Room,402.89,76.8,7.4,2.5,3.5,Futon,1,1.5,251,361.8,New York,32.947916
Entire Home/Apt,235.41,63.9,7.0,3.6,4.9,Pull-out Sofa,1,2.0,343,16.7,Seattle,30.320553
Shared Room,514.92,53.1,1.4,4.8,3.7,Pull-out Sofa,1,2.2,234,376.4,San Francisco,29.50244
Hotel Room,754.56,58.1,8.5,1.2,4.9,Couch,0,1.8,135,180.6,San Francisco,9.156471
Private Room,517.94,94.8,3.2,4.7,1.2,Pull-out Sofa,0,2.8,253,124.7,Chicago,33.772278
Entire Home/Apt,509.02,84.3,4.9,3.4,1.6,Futon,1,2.0,53,288.0,Chicago,47.629955
Hotel Room,846.32,62.5,7.0,4.2,2.8,Real Bed,1,1.1,128,272.2,Chicago,4.774691
Entire Home/Apt,393.33,53.3,4.9,2.5,2.5,Airbed,1,1.4,225,437.0,New York,17.288214
Entire Home/Apt,866.8,84.5,5.0,2.9,4.1,Pull-out Sofa,1,1.9,19,338.0,Chicago,24.140333
Entire Home/Apt,436.46,78.6,1.6,4.5,1.6,Pull-out Sofa,0,2.4,99,210.9,San Francisco,12.382268
Shared Room,361.82,70.2,4.6,2.7,4.9,Couch,0,1.4,289,325.1,San Francisco,37.303671
Shared Room,481.29,68.2,7.9,3.1,2.3,Couch,1,3.0,56,375.1,San Francisco,34.742519
Private Room,774.32,60.8,9.2,1.1,2.7,Pull-out Sofa,0,1.6,225,468.7,Los Angeles,6.771079
Private Room,169.7,83.5,4.7,1.6,2.1,Pull-out Sofa,0,2.1,140,352.1,Los Angeles,28.903658
Hotel Room,236.6,98.5,4.8,3.6,3.3,Futon,0,1.0,124,271.9,New York,19.074776
Private Room,953.87,58.8,7.3,3.9,1.2,Real Bed,0,2.8,308,186.5,Chicago,12.190716
Entire Home/Apt,216.72,79.9,9.5,3.3,1.6,Real Bed,1,2.6,51,445.7,San Francisco,42.566389
Entire Home/Apt,589.34,71.2,3.4,1.6,4.0,Airbed,1,1.4,133,396.3,Chicago,3.679026
Shared Room,600.35,72.3,5.0,2.8,1.7,Real Bed,0,2.9,291,38.6,San Francisco,23.902124
Entire Home/Apt,515.14,62.7,8.2,2.4,1.9,Airbed,1,1.6,152,349.8,Los Angeles,24.290267
Hotel Room,662.51,91.3,6.5,3.0,4.2,Couch,0,2.4,346,269.4,San Francisco,28.935997
Entire Home/Apt,268.34,74.3,2.0,4.5,1.4,Airbed,1,2.6,185,51.8,New York,10.682116
Entire Home/Apt,575.03,77.2,6.6,4.1,2.7,Airbed,1,2.5,238,282.5,Seattle,43.688853
Hotel Room,403.56,65.2,2.7,1.3,1.1,Real Bed,1,2.8,182,96.3,San Francisco,48.299831
Private Room,678.58,59.1,5.6,4.6,2.4,Pull-out Sofa,1,2.7,350,354.1,New York,27.89879
Private Room,184.16,54.3,5.8,2.9,3.8,Couch,1,3.0,2,139.2,Los Angeles,13.550143
Hotel Room,592.33,85.7,8.9,4.0,1.4,Futon,1,1.4,283,75.2,Los Angeles,43.964495
Shared Room,226.01,59.8,5.2,1.6,4.6,Airbed,1,1.6,195,41.0,Seattle,49.420472
Entire Home/Apt,314.71,84.5,3.5,3.7,4.6,Airbed,0,2.3,165,245.4,Chicago,37.352095
Hotel Room,257.77,69.5,3.1,1.9,1.4,Airbed,1,2.5,289,99.8,Chicago,17.351519
Entire Home/Apt,223.7,70.8,8.9,2.8,5.0,Pull-out Sofa,0,2.1,339,427.6,San Francisco,12.564994
Shared Room,834.43,73.5,2.5,1.1,2.2,Futon,1,1.1,140,1.5,Los Angeles,8.674333
Entire Home/Apt,321.42,68.4,4.8,1.6,1.3,Real Bed,1,2.7,110,421.8,New York,12.512013
Hotel Room,930.77,55.0,2.7,1.4,1.0,Couch,1,2.9,260,260.5,Seattle,12.140139
Entire Home/Apt,971.43,65.5,8.0,2.0,2.6,Pull-out Sofa,0,1.8,187,461.1,Chicago,48.403525
Private Room,592.7,83.2,5.3,1.4,3.5,Futon,0,1.4,343,102.3,San Francisco,32.518681
Shared Room,185.85,83.3,4.2,3.8,2.3,Couch,0,1.0,357,51.1,San Francisco,9.181798
Shared Room,405.82,64.3,4.2,1.1,4.3,Real Bed,0,1.5,272,312.5,Los Angeles,24.914022
Shared Room,807.85,73.0,8.7,3.5,3.9,Couch,0,2.4,184,353.4,New York,10.047155
Hotel Room,399.02,59.7,6.0,1.6,2.4,Airbed,1,2.8,286,186.3,New York,30.694823
Shared Room,132.67,60.5,7.5,4.8,3.9,Airbed,0,1.2,91,6.8,Chicago,17.728904
Private Room,578.95,51.2,9.1,4.7,4.8,Pull-out Sofa,0,2.1,193,203.5,San Francisco,10.584041
Hotel Room,852.86,94.8,9.1,1.9,1.4,Couch,0,2.4,359,116.9,Los Angeles,12.896758
Private Room,806.13,60.5,4.0,3.5,2.2,Airbed,1,1.6,348,173.7,New York,34.079836
Entire Home/Apt,216.37,61.4,9.6,1.1,2.9,Pull-out Sofa,1,2.1,337,253.4,San Francisco,20.993748
Entire Home/Apt,689.13,64.0,1.2,4.7,3.0,Pull-out Sofa,1,2.4,310,351.2,New York,26.14479
Entire Home/Apt,259.48,56.4,4.4,3.1,3.2,Pull-out Sofa,0,2.7,328,481.6,Seattle,41.245606
Entire Home/Apt,257.3,82.0,9.1,1.2,2.2,Real Bed,1,1.9,46,72.0,New York,33.115649
Private Room,880.37,53.8,3.5,2.4,3.7,Airbed,0,2.5,143,339.9,New York,23.658265
Hotel Room,287.19,56.7,3.5,1.3,3.6,Airbed,1,1.6,148,116.6,San Francisco,47.748783
Hotel Room,300.08,82.2,3.7,2.6,3.3,Futon,1,1.4,349,110.4,New York,11.51075
Shared Room,50.62,67.0,6.5,3.7,1.5,Real Bed,1,1.4,322,316.8,New York,15.160608
Private Room,877.14,85.4,4.9,2.9,2.9,Airbed,1,1.7,352,388.0,Seattle,45.660141
Entire Home/Apt,802.97,77.9,7.5,2.5,2.4,Airbed,1,1.1,119,488.9,New York,42.808037
Private Room,645.96,62.8,9.1,1.5,3.0,Futon,0,1.6,133,384.4,New York,7.372813
Shared Room,762.75,82.5,7.1,2.0,4.7,Couch,0,2.3,196,78.7,San Francisco,46.567408
Shared Room,194.45,55.8,2.8,1.4,2.9,Couch,1,2.3,36,112.7,Los Angeles,1.498267
Private Room,485.41,76.8,9.4,4.2,1.1,Real Bed,0,1.1,186,380.7,Seattle,41.298623
Private Room,383.66,71.9,3.4,1.5,2.8,Pull-out Sofa,1,1.6,212,263.5,New York,14.661319
Private Room,139.09,63.4,2.3,3.4,4.3,Futon,1,2.1,109,147.7,Los Angeles,10.244193
Hotel Room,511.82,80.2,1.8,2.4,4.1,Futon,1,1.6,186,235.9,San Francisco,22.986772
Entire Home/Apt,924.7,93.6,6.1,1.9,3.1,Airbed,1,1.8,77,457.4,Seattle,44.957062
Private Room,88.06,99.9,2.0,3.6,2.0,Airbed,1,2.4,297,377.8,San Francisco,39.508996
Private Room,326.89,80.4,2.2,2.8,2.9,Futon,1,1.0,329,225.3,Los Angeles,48.386373
Private Room,247.16,70.2,3.7,2.6,3.3,Pull-out Sofa,1,1.6,124,490.3,Seattle,27.508943
Shared Room,276.24,61.3,3.5,3.4,5.0,Couch,0,1.3,315,397.4,New York,26.017437
Shared Room,913.01,62.9,6.4,3.0,3.6,Real Bed,0,1.3,319,2.9,Los Angeles,1.638568
Hotel Room,494.67,74.0,8.4,2.2,3.8,Couch,1,2.9,313,56.2,San Francisco,9.849772
Entire Home/Apt,492.98,68.4,7.9,3.2,3.0,Real Bed,0,1.8,1,277.0,Seattle,25.383394
Hotel Room,772.55,95.7,3.4,3.7,2.4,Pull-out Sofa,1,2.1,333,175.0,Los Angeles,37.875785
Entire Home/Apt,196.77,68.4,3.2,1.1,4.3,Futon,0,2.5,70,406.3,Los Angeles,41.307526
Shared Room,512.9,68.7,9.7,2.9,3.0,Pull-out Sofa,0,1.1,211,447.8,San Francisco,14.880051
Shared Room,458.49,69.2,1.1,1.2,5.0,Futon,1,1.5,7,120.3,San Francisco,35.910405
Shared Room,617.07,91.8,8.9,1.7,2.8,Airbed,1,2.7,183,381.6,New York,41.597943
Hotel Room,999.58,82.5,2.8,3.2,1.3,Real Bed,0,2.7,163,267.7,New York,19.365416
Private Room,780.98,80.7,9.5,4.5,3.7,Airbed,1,1.7,268,196.0,Los Angeles,35.082237
Private Room,427.97,66.7,4.1,4.5,1.2,Futon,0,1.7,294,393.4,San Francisco,22.426776
Shared Room,836.18,90.9,5.0,1.3,2.0,Real Bed,1,2.5,357,282.5,Los Angeles,49.29696
Private Room,212.17,51.9,7.4,2.7,2.4,Real Bed,0,1.6,80,317.6,Chicago,1.32671
Private Room,78.94,93.5,6.3,3.3,4.0,Airbed,0,1.2,261,31.1,San Francisco,21.302907
Hotel Room,244.23,75.6,3.9,1.6,3.0,Real Bed,0,1.5,274,292.9,Chicago,13.922104
Entire Home/Apt,373.39,69.9,6.0,4.1,1.1,Futon,1,1.8,104,150.4,Chicago,42.637091
Shared Room,535.05,74.9,7.6,4.0,3.5,Futon,0,1.1,308,246.6,San Francisco,15.069166
Shared Room,634.37,83.4,1.4,4.6,2.6,Airbed,1,2.0,27,111.0,New York,27.648428
Hotel Room,915.08,50.6,1.1,1.0,4.7,Pull-out Sofa,1,2.5,46,307.2,Los Angeles,37.273203
Hotel Room,534.36,93.6,5.1,1.9,3.0,Futon,1,2.0,312,73.7,Seattle,25.364283
Private Room,526.21,72.3,2.2,4.3,3.8,Futon,1,1.1,54,61.5,Seattle,21.109725
Shared Room,97.73,67.1,7.0,3.7,1.9,Real Bed,1,1.9,78,94.2,San Francisco,3.083382
Entire Home/Apt,83.17,56.9,2.9,4.6,4.0,Real Bed,0,2.4,0,408.7,New York,2.123676
Hotel Room,573.6,72.0,4.9,1.2,3.9,Futon,1,1.1,167,16.8,New York,47.908788
Entire Home/Apt,466.27,74.8,2.8,3.4,4.6,Airbed,1,1.1,22,364.8,New York,32.518959
Entire Home/Apt,847.22,70.2,5.9,3.3,1.1,Pull-out Sofa,0,1.7,227,28.3,Seattle,41.437436
Shared Room,202.65,83.9,2.0,1.1,2.8,Real Bed,0,1.4,297,295.9,Chicago,24.541481
Shared Room,73.72,71.0,1.2,3.1,3.7,Real Bed,1,2.9,259,386.8,Seattle,13.817469
Hotel Room,476.59,98.1,1.5,3.4,1.4,Pull-out Sofa,1,2.2,263,115.5,New York,15.432351
Shared Room,275.6,80.0,9.6,1.8,2.6,Real Bed,1,1.6,163,98.0,Seattle,3.131089
Shared Room,97.13,90.4,2.3,2.1,4.8,Airbed,0,2.4,9,144.6,Seattle,39.753292
Shared Room,738.37,55.5,7.4,3.6,2.7,Real Bed,1,1.7,115,349.8,Los Angeles,29.496968
Entire Home/Apt,156.01,69.9,1.6,2.9,4.9,Real Bed,1,1.3,157,127.4,San Francisco,24.559287
Hotel Room,627.9,66.8,2.0,4.4,1.2,Futon,0,1.5,355,250.9,Chicago,42.762555
Private Room,317.0,78.5,5.6,2.4,3.9,Airbed,0,2.3,271,67.2,Los Angeles,22.797406
Entire Home/Apt,214.82,93.1,5.2,2.1,3.3,Airbed,0,1.1,157,230.6,San Francisco,47.448577
Shared Room,410.76,53.9,9.6,4.9,3.0,Futon,1,1.5,319,312.4,New York,1.64859
Entire Home/Apt,811.37,53.6,9.5,4.6,4.9,Couch,1,1.4,363,35.9,Los Angeles,49.246202
Shared Room,422.49,92.5,8.0,1.1,1.5,Pull-out Sofa,1,1.4,201,407.7,San Francisco,40.978293
Shared Room,763.23,60.6,6.4,4.1,4.6,Airbed,0,2.4,120,468.7,Los Angeles,18.392021
Entire Home/Apt,169.21,83.4,5.1,1.4,3.8,Couch,0,2.7,138,96.8,Seattle,30.172814
Hotel Room,784.13,77.1,4.2,1.1,2.0,Pull-out Sofa,1,2.4,161,379.7,Seattle,43.365646
Shared Room,275.09,91.6,9.5,2.1,4.6,Airbed,0,2.3,207,156.7,Los Angeles,24.598319
Hotel Room,693.52,56.3,6.4,2.1,2.7,Real Bed,0,2.8,54,338.4,Los Angeles,3.501436
Private Room,587.49,56.5,6.2,4.3,4.3,Airbed,0,1.1,338,153.3,Chicago,45.281108
Shared Room,932.69,77.8,3.1,3.8,2.6,Pull-out Sofa,0,1.3,259,431.2,New York,26.333796
Hotel Room,417.96,97.3,1.4,4.9,4.4,Couch,1,1.8,43,173.6,Seattle,27.712705
Hotel Room,112.86,70.7,9.5,3.8,3.5,Real Bed,1,1.7,158,424.4,Los Angeles,1.672191
Private Room,68.2,66.3,3.8,2.7,1.6,Pull-out Sofa,0,1.8,303,383.1,San Francisco,5.903237
Hotel Room,835.52,80.3,5.0,3.8,3.6,Pull-out Sofa,0,1.4,354,98.2,New York,39.092494
Hotel Room,548.5,96.5,2.0,5.0,1.8,Airbed,0,1.3,97,78.5,San Francisco,22.312518
Private Room,786.48,91.8,8.5,3.8,2.6,Futon,0,2.0,25,389.8,New York,49.904857
Shared Room,272.7,99.8,1.2,4.0,1.7,Futon,0,2.9,358,195.2,San Francisco,35.088206
Hotel Room,377.83,51.1,8.5,4.8,1.1,Real Bed,1,1.8,197,474.7,Seattle,47.530456
Hotel Room,78.6,55.6,2.3,1.5,1.8,Pull-out Sofa,0,1.1,96,471.5,Los Angeles,14.688254
Hotel Room,963.42,80.5,9.0,3.8,3.1,Couch,1,2.4,238,346.7,Los Angeles,9.631525
Entire Home/Apt,684.47,91.0,7.6,4.4,2.9,Real Bed,1,1.6,11,250.3,Chicago,19.452882
Private Room,936.54,64.3,2.5,4.8,3.0,Real Bed,0,1.5,44,97.5,Los Angeles,13.973659
Entire Home/Apt,302.22,62.0,6.1,1.8,2.0,Airbed,1,1.6,8,441.2,Seattle,31.054918
Private Room,630.89,89.3,3.8,3.0,3.7,Couch,0,2.4,0,41.0,New York,37.47766
Shared Room,694.57,52.8,2.6,3.7,3.8,Pull-out Sofa,0,2.6,326,185.2,New York,20.702778
Shared Room,351.67,68.5,8.7,2.0,2.4,Pull-out Sofa,0,2.2,209,159.6,Los Angeles,5.402455
Hotel Room,855.7,75.3,4.6,3.4,4.5,Pull-out Sofa,1,1.6,53,479.2,San Francisco,2.290266
Private Room,949.8,78.0,4.6,2.0,3.6,Real Bed,1,1.6,103,59.1,Los Angeles,11.683358
Shared Room,890.61,86.4,2.5,2.3,3.9,Airbed,1,1.2,151,445.1,New York,36.891884
Private Room,752.11,67.7,4.4,2.8,2.1,Real Bed,0,2.9,9,228.2,Chicago,11.856068
Shared Room,313.59,80.6,8.8,3.1,1.0,Futon,1,2.3,39,23.7,New York,45.637739
Entire Home/Apt,317.54,79.3,4.3,2.8,4.5,Futon,1,1.1,43,364.4,San Francisco,32.930532
Shared Room,965.19,77.4,9.6,3.0,4.3,Pull-out Sofa,1,2.3,267,50.4,San Francisco,43.242392
Entire Home/Apt,59.77,82.0,9.5,2.2,1.5,Airbed,0,1.9,277,118.5,Chicago,19.904922
Shared Room,730.25,63.0,2.3,1.6,2.5,Pull-out Sofa,1,2.9,154,399.9,San Francisco,49.193943
Hotel Room,720.93,54.2,2.6,1.2,3.6,Pull-out Sofa,0,2.6,81,77.4,Los Angeles,34.295422
Entire Home/Apt,641.56,56.0,8.8,1.8,3.6,Real Bed,1,1.3,196,162.7,Los Angeles,18.491034
Shared Room,990.6,61.2,4.5,3.3,4.4,Pull-out Sofa,1,2.4,51,180.5,New York,11.414418
Hotel Room,346.29,75.0,1.0,4.1,1.6,Pull-out Sofa,1,2.0,222,294.4,Seattle,43.460035
Entire Home/Apt,372.97,92.0,3.5,1.7,2.7,Airbed,0,1.4,58,395.0,Los Angeles,16.586816
Hotel Room,124.99,85.1,6.4,1.4,1.4,Airbed,0,2.4,293,115.4,Los Angeles,3.173848
Private Room,470.66,89.5,8.2,4.0,2.6,Airbed,1,2.1,275,102.9,Chicago,14.654277
Private Room,298.0,67.5,2.2,2.2,1.1,Pull-out Sofa,1,1.1,333,111.0,Los Angeles,9.793117
Entire Home/Apt,376.22,70.2,2.0,4.8,4.6,Airbed,0,2.3,275,190.8,New York,16.66683
Shared Room,842.84,69.7,9.3,3.9,3.1,Airbed,0,2.3,356,267.6,Chicago,31.050043
Entire Home/Apt,938.71,59.6,7.8,2.3,4.4,Couch,1,1.3,109,6.7,Los Angeles,25.521162
Hotel Room,226.45,53.1,6.3,2.2,1.2,Couch,1,1.7,29,390.1,New York,35.831669
Shared Room,403.88,79.5,7.9,3.1,1.9,Futon,0,2.2,106,463.4,Chicago,17.357775
Private Room,932.2,99.5,4.9,1.3,2.0,Real Bed,1,1.3,296,421.8,Seattle,6.870613
Shared Room,108.72,58.3,7.8,1.5,2.5,Real Bed,0,2.7,339,18.6,New York,8.853121
Private Room,137.74,52.3,4.3,1.7,4.2,Airbed,1,1.1,326,262.3,Los Angeles,40.066855
Shared Room,204.65,89.0,3.2,4.1,2.5,Futon,1,1.2,318,407.0,Chicago,5.801542
Shared Room,615.45,62.6,7.6,3.1,1.8,Futon,1,1.2,94,172.1,Seattle,40.108185
Shared Room,192.95,91.5,4.8,1.0,1.3,Couch,1,2.1,284,448.5,New York,11.418838
Hotel Room,969.67,85.2,9.8,3.7,1.3,Futon,0,2.2,206,443.4,Seattle,34.241826
Hotel Room,474.38,97.3,4.1,2.7,4.0,Pull-out Sofa,1,1.8,332,70.9,New York,31.531718
Entire Home/Apt,526.44,70.4,9.3,3.0,2.8,Airbed,1,1.6,171,246.8,Los Angeles,5.814761
Entire Home/Apt,284.33,83.1,9.4,1.9,3.9,Pull-out Sofa,1,2.6,78,12.8,New York,33.627312
Private Room,497.41,73.2,3.2,3.2,3.7,Real Bed,1,1.1,249,140.9,Los Angeles,22.927867
Hotel Room,678.82,81.5,8.2,4.9,1.5,Couch,1,1.6,217,405.9,New York,35.650935
Private Room,763.62,72.5,4.9,1.3,1.6,Pull-out Sofa,1,1.1,338,487.6,Chicago,41.93822
Entire Home/Apt,766.17,59.4,9.3,2.1,4.0,Airbed,0,1.0,56,456.7,New York,2.935469
Private Room,599.0,75.4,5.1,2.0,3.9,Pull-out Sofa,1,1.7,146,21.3,New York,32.750179
Entire Home/Apt,909.14,76.4,7.7,2.0,2.5,Pull-out Sofa,0,1.4,233,463.4,San Francisco,6.142934
Hotel Room,826.54,90.5,5.2,2.5,1.3,Futon,0,1.5,16,411.3,San Francisco,19.564903
Shared Room,769.2,86.8,3.1,4.3,1.0,Couch,0,2.6,196,433.9,New York,1.621247
Hotel Room,102.83,83.2,2.8,4.7,2.2,Real Bed,0,1.3,188,457.4,San Francisco,17.103547
Private Room,56.53,55.7,4.8,1.8,1.0,Airbed,1,2.6,131,244.1,Los Angeles,9.298388
Private Room,251.82,86.0,7.8,3.2,1.9,Airbed,1,2.4,247,105.6,San Francisco,28.25695
Hotel Room,680.35,75.0,6.4,3.5,2.7,Real Bed,1,1.7,149,10.5,New York,26.101303
Hotel Room,440.64,94.7,7.2,3.1,1.5,Airbed,0,2.1,201,11.8,Seattle,39.870447
Entire Home/Apt,432.29,96.0,3.5,2.7,1.4,Futon,1,1.9,212,321.3,Seattle,32.358104
Private Room,890.36,52.8,5.3,1.8,4.6,Pull-out Sofa,0,1.3,216,168.6,New York,36.016668
Private Room,900.78,91.0,1.4,3.0,3.3,Futon,0,2.8,5,247.9,New York,5.531524
Hotel Room,913.72,51.9,8.4,2.6,4.7,Futon,1,2.1,157,65.7,Seattle,2.360477
Shared Room,348.18,68.4,9.9,4.2,2.4,Futon,0,2.8,348,487.8,Chicago,48.507535
Private Room,706.5,77.1,4.7,4.1,3.7,Real Bed,0,2.6,74,65.0,San Francisco,21.924588
Shared Room,308.05,57.4,1.1,1.5,1.8,Couch,0,1.2,250,222.4,Chicago,20.353744
Hotel Room,231.08,87.3,2.5,1.4,3.5,Real Bed,0,1.4,303,221.7,Los Angeles,2.715608
Hotel Room,225.4,50.4,6.9,4.6,1.5,Real Bed,1,1.3,45,4.3,Seattle,6.82663
Entire Home/Apt,375.0,58.4,6.5,3.1,1.0,Futon,0,2.7,341,333.9,Seattle,47.083222
Private Room,458.46,79.0,8.1,4.4,4.7,Couch,0,2.7,347,269.1,Chicago,35.047408
Shared Room,839.4,85.7,3.3,1.2,3.2,Real Bed,0,2.1,314,248.7,Los Angeles,21.05139
Entire Home/Apt,163.9,95.8,7.9,3.1,4.7,Couch,1,1.2,228,409.0,Chicago,45.319723
Private Room,748.18,85.3,7.2,3.2,2.3,Futon,1,1.3,181,120.6,Los Angeles,29.904749
Entire Home/Apt,554.88,83.6,3.9,4.4,2.3,Real Bed,0,2.6,82,430.5,New York,37.576934
Hotel Room,323.55,69.7,5.9,1.4,2.6,Couch,1,2.9,144,432.4,New York,22.148379
Private Room,518.18,50.1,2.3,2.0,3.8,Airbed,1,1.4,49,413.4,Seattle,22.144875
Entire Home/Apt,334.94,56.0,5.1,2.6,3.3,Real Bed,1,1.0,99,170.7,New York,4.349174
Entire Home/Apt,616.28,76.7,8.9,4.5,4.7,Real Bed,1,1.7,342,81.3,Chicago,36.96469
Shared Room,462.15,83.8,4.8,4.8,1.1,Real Bed,0,1.1,219,237.6,Los Angeles,5.856753
Entire Home/Apt,206.19,70.9,8.6,5.0,3.8,Couch,0,2.7,138,129.9,Seattle,38.449102
Private Room,160.75,86.5,6.3,4.8,2.3,Pull-out Sofa,1,2.0,13,26.1,New York,10.352046
Private Room,569.36,76.1,2.7,1.0,1.7,Real Bed,1,2.3,12,139.7,Seattle,13.120995
Shared Room,907.29,53.7,6.2,1.2,3.0,Airbed,1,1.8,343,234.6,Seattle,45.976598
Private Room,376.76,59.6,5.6,1.6,3.0,Airbed,1,1.7,249,56.4,Los Angeles,24.106816
Hotel Room,746.35,92.0,4.6,2.4,1.5,Futon,1,1.4,335,472.2,Chicago,7.136884
Private Room,675.73,86.2,2.1,4.3,1.8,Pull-out Sofa,1,2.5,171,328.1,Chicago,45.348996
Private Room,934.98,94.7,4.8,4.6,2.6,Pull-out Sofa,1,2.4,318,68.2,San Francisco,23.167454
Entire Home/Apt,829.93,55.9,1.7,1.7,2.6,Couch,0,1.7,358,406.0,Chicago,7.397015
Entire Home/Apt,588.27,99.5,1.9,3.5,2.3,Futon,0,1.6,105,464.0,New York,20.150326
Private Room,674.18,60.5,4.7,4.7,1.6,Couch,1,1.0,188,131.4,San Francisco,29.877133
Shared Room,903.47,50.6,3.7,2.9,1.0,Futon,1,1.1,16,71.6,San Francisco,18.754759
Entire Home/Apt,429.54,99.9,9.3,1.4,4.9,Pull-out Sofa,0,2.2,49,161.2,San Francisco,46.292001
Shared Room,360.45,64.1,4.4,2.8,4.8,Couch,0,2.0,248,416.1,San Francisco,14.214507
Private Room,60.27,83.4,7.8,2.5,2.9,Futon,1,1.9,226,87.5,Chicago,9.615445
Private Room,835.22,58.8,5.8,3.3,5.0,Pull-out Sofa,0,2.7,78,389.7,San Francisco,11.826607
Hotel Room,810.93,79.0,7.3,2.8,3.7,Pull-out Sofa,0,2.0,271,358.1,New York,5.103747
Entire Home/Apt,149.23,95.2,3.3,1.1,1.3,Real Bed,1,1.8,212,325.7,New York,23.162511
Private Room,598.01,66.0,9.5,5.0,1.5,Couch,0,1.3,16,216.7,Seattle,44.038362
Hotel Room,490.78,83.5,5.8,3.2,4.7,Real Bed,1,2.6,345,183.4,New York,15.961641
Entire Home/Apt,162.77,59.4,8.5,2.9,3.5,Pull-out Sofa,0,2.2,250,42.6,Seattle,13.658543
Private Room,981.54,81.2,4.3,4.8,4.4,Couch,1,1.2,339,178.7,New York,42.031849
Private Room,253.96,66.8,1.9,1.6,4.6,Couch,0,2.3,83,300.9,San Francisco,15.993748
Entire Home/Apt,113.87,60.6,7.1,1.8,2.8,Airbed,0,1.9,196,449.1,Los Angeles,24.367707
Entire Home/Apt,615.11,65.7,1.1,4.2,1.2,Futon,1,2.6,264,416.6,San Francisco,2.530667
Entire Home/Apt,751.92,58.9,5.3,2.0,1.8,Airbed,0,2.8,17,16.1,Chicago,15.066516
Private Room,80.82,95.1,2.7,4.2,1.3,Airbed,0,2.2,220,69.4,Seattle,7.397439
Private Room,675.78,69.9,6.6,2.1,1.8,Pull-out Sofa,1,2.5,330,424.2,Los Angeles,6.186459
Hotel Room,555.68,62.3,9.8,1.1,2.6,Futon,0,1.1,234,469.7,New York,22.139453
Shared Room,148.1,72.4,5.2,3.1,1.5,Airbed,0,2.1,175,27.9,San Francisco,14.589287
Entire Home/Apt,213.9,66.0,8.4,1.8,1.7,Airbed,1,2.5,71,350.6,Seattle,9.155891
Private Room,589.58,87.2,5.6,4.0,2.8,Couch,1,2.0,90,182.9,Seattle,26.062778
Private Room,331.54,98.6,5.5,3.6,2.4,Pull-out Sofa,1,2.2,321,182.1,New York,39.418155
Entire Home/Apt,941.4,71.9,9.4,4.7,2.9,Airbed,1,2.8,22,321.3,Seattle,37.008098
Shared Room,827.8,93.1,9.0,4.1,2.7,Futon,1,1.4,212,405.1,New York,13.287384
Entire Home/Apt,984.39,78.3,8.1,1.7,3.6,Real Bed,1,1.2,293,137.4,New York,13.893598
Shared Room,296.69,57.9,3.7,4.2,4.7,Real Bed,1,2.4,127,352.7,San Francisco,36.863189
Private Room,971.24,84.5,5.9,3.6,1.4,Pull-out Sofa,1,2.6,58,317.9,Seattle,28.301258
Shared Room,459.67,75.7,3.0,3.7,1.4,Real Bed,0,2.7,323,258.7,Chicago,37.378408
Hotel Room,380.14,82.5,5.0,4.3,4.4,Couch,0,2.3,84,301.2,Chicago,1.066903
Private Room,97.83,94.5,5.4,3.3,3.0,Couch,1,2.7,228,9.0,San Francisco,5.269768
Hotel Room,100.13,72.0,8.5,2.9,4.1,Futon,0,2.4,267,2.0,San Francisco,40.296533
Entire Home/Apt,707.41,95.1,9.1,3.5,1.9,Pull-out Sofa,1,1.2,111,275.2,New York,42.704821
Entire Home/Apt,485.03,87.5,4.7,2.2,4.3,Pull-out Sofa,0,2.5,115,262.1,Chicago,17.828569
Entire Home/Apt,265.2,74.4,1.2,1.7,4.7,Real Bed,0,1.4,237,35.7,Seattle,47.958408
Shared Room,633.27,80.2,8.8,3.5,3.5,Airbed,1,1.5,51,246.0,Chicago,15.776902
Private Room,290.22,66.3,2.6,1.9,1.4,Airbed,0,1.8,83,378.8,San Francisco,44.623879
Entire Home/Apt,598.75,99.2,6.6,1.3,4.6,Airbed,0,1.6,110,270.6,San Francisco,21.663745
Entire Home/Apt,391.25,83.4,1.2,1.0,4.2,Futon,0,1.6,199,258.8,New York,28.528624
Private Room,832.37,52.2,4.6,3.4,4.0,Pull-out Sofa,1,1.3,218,359.0,Seattle,32.520341
